"Pattern","Path","Line","Text"
"sync","C:\Users\drogh\projects\worldcup2026-hub\src\app\api\cron\team-squads-sync-1\route.ts","2","import { runTeamSquadsSync1Job } from ""@/lib/sync/jobs"";"
"sync","C:\Users\drogh\projects\worldcup2026-hub\src\app\api\cron\team-squads-sync-1\route.ts","9","jobName: ""team-squads-sync-1"","
"sync","C:\Users\drogh\projects\worldcup2026-hub\src\app\api\cron\team-squads-sync-1\route.ts","10","job: runTeamSquadsSync1Job,"
"sync","C:\Users\drogh\projects\worldcup2026-hub\src\app\api\cron\team-squads-sync-2\route.ts","1","import { createCronRoute } from ""@/lib/sync/create-cron-route"";"
"sync","C:\Users\drogh\projects\worldcup2026-hub\src\app\api\cron\team-squads-sync-2\route.ts","2","import { runTeamSquadsSync2Job } from ""@/lib/sync/jobs"";"
"sync","C:\Users\drogh\projects\worldcup2026-hub\src\app\api\cron\team-squads-sync-2\route.ts","9","jobName: ""team-squads-sync-2"","
"sync","C:\Users\drogh\projects\worldcup2026-hub\src\app\api\cron\team-squads-sync-2\route.ts","10","job: runTeamSquadsSync2Job,"
"sync","C:\Users\drogh\projects\worldcup2026-hub\src\app\api\cron\team-squads-sync-3\route.ts","1","import { createCronRoute } from ""@/lib/sync/create-cron-route"";"
"sync","C:\Users\drogh\projects\worldcup2026-hub\src\app\api\cron\team-squads-sync-3\route.ts","2","import { runTeamSquadsSync3Job } from ""@/lib/sync/jobs"";"
"sync","C:\Users\drogh\projects\worldcup2026-hub\src\app\api\cron\team-squads-sync-3\route.ts","9","jobName: ""team-squads-sync-3"","
"sync","C:\Users\drogh\projects\worldcup2026-hub\src\app\api\cron\team-squads-sync-3\route.ts","10","job: runTeamSquadsSync3Job,"
"sync","C:\Users\drogh\projects\worldcup2026-hub\src\app\api\cron\team-squads-sync-4\route.ts","1","import { createCronRoute } from ""@/lib/sync/create-cron-route"";"
"sync","C:\Users\drogh\projects\worldcup2026-hub\src\app\api\cron\team-squads-sync-4\route.ts","2","import { runTeamSquadsSync4Job } from ""@/lib/sync/jobs"";"
"sync","C:\Users\drogh\projects\worldcup2026-hub\src\app\api\cron\team-squads-sync-4\route.ts","9","jobName: ""team-squads-sync-4"","
"sync","C:\Users\drogh\projects\worldcup2026-hub\src\app\api\cron\team-squads-sync-4\route.ts","10","job: runTeamSquadsSync4Job,"
"sync","C:\Users\drogh\projects\worldcup2026-hub\src\app\api\cron\teams-sync\route.ts","1","import { createCronRoute } from ""@/lib/sync/create-cron-route"";"
"sync","C:\Users\drogh\projects\worldcup2026-hub\src\app\api\cron\teams-sync\route.ts","2","import { runTeamsSyncJob } from ""@/lib/sync/jobs"";"
"sync","C:\Users\drogh\projects\worldcup2026-hub\src\app\api\cron\teams-sync\route.ts","7","jobName: ""teams-sync"","
"sync","C:\Users\drogh\projects\worldcup2026-hub\src\app\api\cron\teams-sync\route.ts","8","job: runTeamsSyncJob,"
"sync","C:\Users\drogh\projects\worldcup2026-hub\src\app\api\cron\top-stats-sync\route.ts","1","import { createCronRoute } from ""@/lib/sync/create-cron-route"";"
"sync","C:\Users\drogh\projects\worldcup2026-hub\src\app\api\cron\top-stats-sync\route.ts","2","import { runTopStatsSyncJob } from ""@/lib/sync/jobs"";"
"sync","C:\Users\drogh\projects\worldcup2026-hub\src\app\api\cron\top-stats-sync\route.ts","9","jobName: ""top-stats-sync"","
"sync","C:\Users\drogh\projects\worldcup2026-hub\src\app\api\cron\top-stats-sync\route.ts","10","job: runTopStatsSyncJob,"
"sync","C:\Users\drogh\projects\worldcup2026-hub\src\app\api\health\route.ts","3","export async function GET() {"
"sync","C:\Users\drogh\projects\worldcup2026-hub\src\app\api\health\route.ts","22","syncSecret: Boolean(process.env.SYNC_SECRET),"
"log","C:\Users\drogh\projects\worldcup2026-hub\src\app\api\admin\data-health\route.ts","142","async function getLatestSyncLogs("
"log","C:\Users\drogh\projects\worldcup2026-hub\src\app\api\admin\data-health\route.ts","146",".from(""api_sync_logs"")"
"log","C:\Users\drogh\projects\worldcup2026-hub\src\app\api\admin\data-health\route.ts","158","async function getRecentProblemLogs("
"log","C:\Users\drogh\projects\worldcup2026-hub\src\app\api\admin\data-health\route.ts","162",".from(""api_sync_logs"")"
"log","C:\Users\drogh\projects\worldcup2026-hub\src\app\api\admin\data-health\route.ts","182",".from(""api_sync_logs"")"
"log","C:\Users\drogh\projects\worldcup2026-hub\src\app\api\admin\data-health\route.ts","244","tableName: ""api_sync_logs"","
"log","C:\Users\drogh\projects\worldcup2026-hub\src\app\api\admin\data-health\route.ts","275","const [latestSyncLogs, recentProblemLogs, todayTotals, tableSummary] ="
"log","C:\Users\drogh\projects\worldcup2026-hub\src\app\api\admin\data-health\route.ts","277","getLatestSyncLogs(supabase),"
"log","C:\Users\drogh\projects\worldcup2026-hub\src\app\api\admin\data-health\route.ts","278","getRecentProblemLogs(supabase),"
"log","C:\Users\drogh\projects\worldcup2026-hub\src\app\api\admin\data-health\route.ts","306","latestSyncLogs,"
"log","C:\Users\drogh\projects\worldcup2026-hub\src\app\api\admin\data-health\route.ts","307","recentProblemLogs,"
"log","C:\Users\drogh\projects\worldcup2026-hub\src\app\api\admin\launch-audit\route.ts","54","blogPosts,"
"log","C:\Users\drogh\projects\worldcup2026-hub\src\app\api\admin\launch-audit\route.ts","59","syncLogs,"
"log","C:\Users\drogh\projects\worldcup2026-hub\src\app\api\admin\launch-audit\route.ts","64","countRows(""blog_posts""),"
"log","C:\Users\drogh\projects\worldcup2026-hub\src\app\api\admin\launch-audit\route.ts","69","countRows(""api_sync_logs""),"
"log","C:\Users\drogh\projects\worldcup2026-hub\src\app\api\admin\launch-audit\route.ts","72","const { data: latestLogs } = await supabase"
"log","C:\Users\drogh\projects\worldcup2026-hub\src\app\api\admin\launch-audit\route.ts","73",".from(""api_sync_logs"")"
"log","C:\Users\drogh\projects\worldcup2026-hub\src\app\api\admin\launch-audit\route.ts","92","blogPosts,"
"log","C:\Users\drogh\projects\worldcup2026-hub\src\app\api\admin\launch-audit\route.ts","97","syncLogs,"
"log","C:\Users\drogh\projects\worldcup2026-hub\src\app\api\admin\launch-audit\route.ts","99","latestLogs: latestLogs ?? [],"
"log","C:\Users\drogh\projects\worldcup2026-hub\src\app\api\admin\launch-audit\route.ts","108","!syncLogs.ok,"
"log","C:\Users\drogh\projects\worldcup2026-hub\src\app\api\admin\sync\route.ts","3","import { getErrorMessage } from ""@/lib/sync/logs"";"
"log","C:\Users\drogh\projects\worldcup2026-hub\src\app\api\admin\sync\status\route.ts","54","syncLogs,"
"log","C:\Users\drogh\projects\worldcup2026-hub\src\app\api\admin\sync\status\route.ts","62","countRows(""api_sync_logs""),"
"log","C:\Users\drogh\projects\worldcup2026-hub\src\app\api\admin\sync\status\route.ts","65","const { data: latestLogs, error: logsError } = await supabase"
"log","C:\Users\drogh\projects\worldcup2026-hub\src\app\api\admin\sync\status\route.ts","66",".from(""api_sync_logs"")"
"log","C:\Users\drogh\projects\worldcup2026-hub\src\app\api\admin\sync\status\route.ts","73","if (logsError) {"
"log","C:\Users\drogh\projects\worldcup2026-hub\src\app\api\admin\sync\status\route.ts","74","throw new Error(`Failed to load latest sync logs: ${logsError.message}`);"
"log","C:\Users\drogh\projects\worldcup2026-hub\src\app\api\admin\sync\status\route.ts","86","syncLogs,"
"log","C:\Users\drogh\projects\worldcup2026-hub\src\app\api\admin\sync\status\route.ts","88","latestLogs,"
